Ticker,Debt/Capital Last Year (%),% Assets in Top 10 Holdings,3-year Annualized Return vs. S&P500,Outperform / Underperform
FRGSX,41.82,28.99,3.2899999999999987,1
VAFIX,40.93,44.36,9.29,1
ZVGNX,38.04,56.64,34.93000000000001,1
SRVEX,44.89,30.44,-3.5900000000000007,0
LKSCX,37.11,18.72,5.629999999999999,1
AATSX,47.46,26.46,-4.710000000000001,0
DVLRX,37.93,19.85,-10.48,0
TCGRX,39.26,47.92,7.940000000000001,1
WWIDX,39.05,25.3,-5.760000000000002,0
CVFYX,48.71,32.79,-7.270000000000001,0
HSUCX,46.44,43.91,7.32,1
SLESX,52.58,19.53,-11.19,0
CGQRX,47.11,45.88,3.26,1
PGWAX,44.46,49.36,9.39,1
POGCX,45.06,50.33,8.639999999999997,1
FUMIX,39.94,39.13,4.5299999999999985,1
TCGCX,39.26,47.92,6.370000000000001,1
BPTIX,41.31,88.01,40.56999999999999,1
LGLIX,37.03,33.77,20.24,1
HEQFX,38.41,22.53,-4.150000000000001,0
IIVAX,40.45,14.69,-7.08,0
TGIGX,49.99,36.91,-8.49,0
RSEJX,39.82,20.52,8.14,1
PJORX,45.78,40.12,-12.14,0
QNTIX,42.49,27.17,-11.84,0
LAFPX,52.63,21.94,-8.370000000000001,0
HHBUX,38.13,23.11,-8.99,0
SCVJX,38.05,13.38,-7.2200000000000015,0
PSSMX,36.07,6.72,-2.140000000000001,0
FSTKX,47.74,22.73,-7.100000000000001,0
FCVIX,41.03,19.68,-5.54,0
EKJCX,36.22,39.37,7.02,1
HFCSX,64.52,80.86,-4.78,0
IVKIX,45.74,25.71,-9.19,0
UINQX,41.36,50.79,14.259999999999998,1
NBHIX,46.72,25.08,-5.610000000000001,0
CPEAX,48.45,49.61,-4.1000000000000005,0
FDSWX,58.82,35.32,-12.1,0
BOSYX,34.47,17.65,-4.450000000000001,0
JSGIX,41.11,48.66,6.349999999999998,1
GSCGX,44.33,26.89,2.509999999999998,1
GABPX,46.54,26.81,-5.4300000000000015,0
GSCLX,43.94,45.77,4.18,1
DHTAX,46.68,48.18,-3.53,0
RGAFX,41.62,35.89,7.2499999999999964,1
FRETX,50.01,29.77,-6.520000000000001,0
TSFAX,42.22,44.26,-4.770000000000001,0
PBQQX,42.59,17.73,2.4699999999999993,1
VAFFX,40.93,44.36,9.569999999999997,1
TILVX,44.85,16.35,-5.66,0
TCCHX,46.88,21.39,2.83,1
GVEYX,45.48,20.55,-6.8500000000000005,0
BLYYX,47.17,25.91,3.6,1
BMVSX,44.0,29.8,-11.46,0
OILVX,45.72,23.08,-6.940000000000001,0
GSQRX,38.48,10.33,-9.260000000000002,0
PJFQX,38.83,44.83,13.170000000000002,1
NFEAX,41.34,46.3,8.59,1
QUARX,27.6,16.1,16.03,1
HUDIX,51.11,48.33,-9.46,0
SWSCX,38.72,9.46,-6.5200000000000005,0
TSLTX,44.26,14.57,-9.02,0
BIOUX,32.67,33.37,28.33,1
IMANX,30.83,27.8,2.25,1
MDKIX,40.51,7.55,-2.27,0
MFULX,47.16,19.97,-9.02,0
VYSZX,41.19,12.06,-7.34,0
JAMVX,42.05,26.62,-7.9300000000000015,0
JVTSX,34.17,19.87,4.369999999999999,1
PMJAX,46.75,12.57,-4.670000000000001,0
BMGKX,35.82,26.43,11.549999999999995,1
DSCPX,42.82,44.04,2.9600000000000013,1
WMGRX,31.11,26.98,12.849999999999998,1
PEQNX,51.57,25.41,-5.880000000000001,0
FMSTX,47.74,22.73,-6.65,0
BAFWX,41.05,39.02,10.95,1
PJDCX,53.06,26.45,-3.390000000000001,0
BEQAX,49.45,24.36,-2.180000000000001,0
TSPRX,32.35,34.88,4.049999999999999,1
SCECX,37.22,5.07,-3.95,0
MOTYX,42.59,25.3,6.82,1
CGRNX,48.9,46.22,-9.03,0
MADAX,46.85,35.46,-4.0200000000000005,0
TCMHX,40.53,19.8,8.0,1
WMGYX,31.11,26.98,13.65,1
CBMYX,39.59,28.61,-5.57,0
LTFOX,52.63,21.94,-7.32,0
MPILX,38.64,25.44,-9.96,0
MPGLX,41.38,42.68,4.919999999999998,1
STSOX,36.55,34.51,-9.45,0
BVPIX,47.12,28.39,-8.99,0
MNRGX,46.86,53.46,2.8999999999999986,1
VHIAX,43.23,37.27,13.709999999999996,1
MSSYX,39.72,25.73,13.69,1
RYPRX,30.08,26.91,-2.040000000000001,0
JIGZX,46.87,43.29,2.75,1
ANODX,41.98,13.37,13.779999999999998,1
LADYX,30.88,17.28,24.27,1
SNXFX,45.14,24.0,2.6499999999999986,1
BGRUX,49.47,54.73,8.149999999999999,1
MKFOX,43.45,46.84,10.989999999999998,1
VMVIX,49.17,10.96,-6.840000000000002,0
FLCNX,36.33,45.19,5.01,1
ABSAX,39.08,11.91,-8.600000000000001,0
APDSX,33.12,38.44,19.75,1
PSGAX,29.37,53.07,15.819999999999995,1
DFDPX,43.32,40.51,8.25,1
ACFNX,42.44,50.68,21.3,1
ZSCCX,32.21,19.62,-9.87,0
JGACX,43.23,37.27,12.57,1
SSPSX,42.3,50.26,8.489999999999998,1
MFVZX,51.41,37.72,-2.1000000000000014,0
LDFVX,47.85,22.34,-7.6800000000000015,0
COPLX,50.98,42.37,-3.4700000000000006,0
WMGCX,31.11,26.98,11.97,1
NEOMX,31.87,30.22,-5.940000000000001,0
GQESX,42.04,42.51,3.1999999999999997,1
GGOIX,44.24,21.52,9.27,1
PCMVX,40.77,13.97,-5.92,0
GBSYX,30.45,30.2,-3.8400000000000007,0
LMMRX,50.45,33.57,-3.9300000000000006,0
IATIX,40.45,45.39,9.689999999999998,1
FDTIX,43.21,31.22,2.25,1
ATVIX,38.28,98.8,3.76,1
BAGAX,41.63,40.05,8.829999999999998,1
FSMVX,37.42,37.19,-10.07,0
PXSGX,29.37,53.07,16.43,1
JVMTX,46.18,14.88,-7.15,0
NSNCX,37.83,18.32,13.7,1
MAISX,45.86,10.93,-8.860000000000003,0
JNMCX,42.24,27.94,-8.010000000000002,0
NBDRX,46.2,35.09,-2.8100000000000014,0
ARGFX,48.12,38.79,-5.830000000000001,0
ONRDX,51.46,35.13,-2.400000000000001,0
MEGBX,40.32,43.55,6.449999999999998,1
PEQCX,51.57,25.41,-5.880000000000001,0
PGBEX,46.28,55.8,8.909999999999998,1
LEICX,46.51,25.74,-10.35,0
JDPAX,42.24,27.94,-8.610000000000001,0
OIEFX,46.33,22.55,-6.1400000000000015,0
JFRNX,42.87,48.44,10.439999999999998,1
TWQAX,43.71,32.52,-10.3,0
AFALX,52.32,16.51,-5.990000000000001,0
RFNAX,43.92,23.69,-3.4700000000000006,0
AFICX,43.92,23.69,-3.400000000000001,0
DVIPX,49.95,32.28,-8.030000000000001,0
DNVYX,35.06,53.73,-3.910000000000001,0
WEQRX,46.74,33.58,-3.94,0
SSMEX,37.22,5.07,-4.990000000000001,0
STSAX,43.65,18.39,-4.510000000000002,0
IASSX,41.92,14.31,-6.750000000000001,0
MAAAX,41.28,33.01,-4.550000000000002,0
HNACX,39.07,45.29,12.61,1
LMIYX,25.26,25.0,26.51,1
IASAX,41.92,14.31,-7.260000000000002,0
SPWYX,33.17,19.91,8.619999999999997,1
CLSPX,33.46,22.99,7.220000000000002,1
CLRYX,41.34,46.3,9.38,1
FETKX,47.8,22.28,-6.65,0
MGOTX,44.46,17.5,-5.24,0
HRSMX,40.08,28.17,13.13,1
FIVVX,45.51,19.03,-8.5,0
IICHX,49.49,41.26,-3.530000000000001,0
WOOSX,42.95,18.33,-4.760000000000002,0
CSGYX,34.93,25.2,23.22,1
FTXFX,41.97,24.83,12.080000000000002,1
ACVIX,42.21,23.62,-3.7500000000000013,0
PSTAX,35.31,49.59,8.440000000000001,1
GQEFX,42.04,42.51,3.3100000000000005,1
OGRIX,48.9,46.22,-7.7200000000000015,0
EPLPX,51.58,18.13,-7.27,0
CWCFX,34.97,40.33,7.52,1
AWSHX,46.39,30.64,-3.1500000000000004,0
SUVAX,42.58,17.7,-13.02,0
CZMGX,41.42,35.71,6.9899999999999975,1
TRPSX,46.58,21.51,2.1,1
ADVGX,44.19,40.5,-6.33,0
WPASX,47.96,63.01,5.399999999999999,1
AMPAX,48.49,18.37,-11.53,0
MVCHX,43.82,11.35,-5.800000000000002,0
MNDGX,38.99,18.02,12.689999999999998,1
OAZMX,49.08,32.11,-5.120000000000001,0
HRVIX,35.79,35.52,-3.3599999999999994,0
MSSVX,39.72,25.73,12.829999999999998,1
LBRTX,43.68,17.12,-4.66,0
UMBHX,35.71,22.87,6.190000000000001,1
FMGGX,37.87,18.99,13.29,1
HMVTX,40.9,19.39,-7.360000000000001,0
AUXFX,46.34,41.63,-6.370000000000001,0
LMCQX,44.93,18.35,-9.43,0
USLYX,41.1,43.85,8.280000000000001,1
FVLCX,39.21,37.25,-13.12,0
RICCX,45.93,34.18,-3.5600000000000005,0
FMPEX,37.42,37.19,-12.14,0
OEGNX,36.63,20.13,7.849999999999998,1
HDSVX,45.15,33.39,-8.170000000000002,0
DFRIX,35.43,39.08,21.93,1
TQSAX,40.43,6.02,-3.4800000000000004,0
INSAX,34.07,56.51,-3.390000000000001,0
ALGYX,40.52,52.98,12.29,1
IDAEX,47.12,17.58,-2.9000000000000004,0
PMBPX,53.61,29.55,2.28,1
CDGIX,51.31,36.3,-4.110000000000001,0
WDSCX,33.41,21.8,12.25,1
LAMGX,25.26,25.0,26.299999999999994,1
HDCTX,51.36,28.98,-7.050000000000002,0
LVOAX,39.31,19.9,-3.7600000000000007,0
KCGIX,45.28,42.23,5.6999999999999975,1
SSDCX,40.18,18.92,-2.97,0
WLGRX,41.39,50.72,6.530000000000001,1
HSLRX,36.8,11.02,3.129999999999999,1
HNVRX,39.53,29.87,-3.82,0
PPQMX,36.97,17.86,5.7499999999999964,1
VIVIX,48.01,22.01,-5.15,0
YOVIX,33.22,35.45,5.089999999999998,1
VMCRX,45.02,25.86,5.6400000000000015,1
MMEAX,42.18,11.18,-9.97,0
VSPIX,44.86,30.32,-3.810000000000001,0
LADIX,54.67,36.62,-4.23,0
PEXMX,39.32,7.54,4.24,1
LAVFX,47.85,22.34,-7.360000000000001,0
FEIKX,46.17,20.49,-4.3900000000000015,0
GQLOX,42.04,42.51,3.419999999999998,1
PNAIX,42.54,32.78,11.510000000000002,1
BRAGX,47.81,19.03,-9.19,0
BFTHX,33.46,41.05,11.989999999999998,1
FSCCX,39.52,17.49,-14.080000000000002,0
RSSRX,42.98,26.7,5.469999999999998,1
EVSHX,44.26,28.68,-2.140000000000001,0
DFFVX,38.76,6.32,-7.450000000000001,0
DFSIX,43.91,19.4,2.3599999999999994,1
STFFX,39.31,50.65,6.52,1
ARFFX,50.47,50.54,-6.86,0
RDERX,45.17,26.29,-5.770000000000001,0
WSCJX,35.14,8.15,-5.1400000000000015,0
HAGAX,37.08,21.92,6.399999999999999,1
PYVSX,52.89,21.59,-5.540000000000001,0
BARAX,42.69,38.09,7.039999999999999,1
DEVLX,37.93,19.85,-9.98,0
RFNBX,43.92,23.69,-3.4600000000000013,0
MAWBX,41.28,33.01,-6.620000000000001,0
ALPAX,40.99,40.88,-7.1400000000000015,0
PDIAX,50.38,39.08,-3.9700000000000006,0
ODIIX,34.68,20.15,14.490000000000002,1
MRGKX,43.71,29.76,2.4999999999999982,1
MFECX,40.32,43.55,6.449999999999998,1
HWMAX,46.99,33.19,-14.72,0
BWLYX,45.66,15.96,-10.37,0
EKJYX,36.22,39.37,9.56,1
TPLNX,39.57,28.06,-7.710000000000001,0
LBSCX,48.58,26.47,-4.690000000000001,0
JGMAX,40.7,19.08,2.5700000000000003,1
VLMIX,33.54,46.59,5.100000000000001,1
PGWIX,35.93,25.57,12.41,1
RDVCX,29.98,34.63,-10.12,0
KAUAX,27.59,20.73,5.839999999999996,1
CYSRX,31.31,18.51,6.059999999999999,1
MSAFX,46.88,27.51,-8.860000000000003,0
NMGRX,40.72,17.59,6.460000000000001,1
JCVCX,46.78,39.39,-14.4,0
LRSRX,41.39,20.79,-9.53,0
EBCGX,39.89,23.0,6.939999999999998,1
TOTTX,44.08,23.43,-5.300000000000002,0
FDETX,50.9,37.79,-3.1000000000000014,0
KAUFX,27.59,20.73,5.780000000000001,1
CMUAX,46.28,27.66,-5.5200000000000005,0
LCBEX,50.45,33.57,-2.49,0
PGSGX,32.5,15.75,15.46,1
JDNRX,50.18,38.5,-2.99,0
TWVLX,42.43,26.33,-7.4300000000000015,0
LVOOX,39.31,19.9,-3.0100000000000016,0
CSCZX,31.89,10.49,-7.760000000000002,0
MRRFX,45.33,20.75,-5.290000000000001,0
GVEZX,45.48,20.55,-7.4,0
VMMCX,44.72,16.54,-6.630000000000001,0
CBBZX,38.82,28.98,-5.7200000000000015,0
AFGFX,44.46,49.36,10.229999999999997,1
PQNCX,43.95,16.58,-11.19,0
SCAUX,52.58,19.53,-12.11,0
NBGIX,29.3,21.86,3.4499999999999997,1
JCONX,48.6,44.05,7.43,1
RVPCX,24.78,22.54,8.469999999999999,1
MDIVX,53.55,26.79,-6.050000000000002,0
ESERX,46.77,48.85,3.03,1
SSVSX,44.86,30.32,-4.16,0
NLCAX,45.13,48.25,5.830000000000003,1
CTVIX,29.51,58.07,-13.8,0
MAFOX,43.45,46.84,10.72,1
EIVIX,46.08,32.42,-4.800000000000002,0
GTMRX,35.32,18.49,12.5,1
ARDGX,52.91,29.39,-11.54,0
AMVGX,41.78,20.7,-7.420000000000001,0
MXVHX,51.39,18.96,-5.840000000000002,0
IYVBX,47.31,33.44,-10.010000000000002,0
WLVKX,37.89,18.24,-5.110000000000001,0
JGASX,43.23,37.27,14.259999999999998,1
CBEAX,41.77,29.69,-5.990000000000001,0
RYTRX,33.17,17.55,-7.15,0
MPSSX,35.13,11.34,2.92,1
MGPIX,38.14,12.61,-2.7900000000000014,0
MEYWX,42.51,27.01,4.819999999999999,1
MMECX,42.18,11.18,-11.67,0
PVADX,36.95,21.61,-13.32,0
DGEZX,48.02,32.2,-7.840000000000002,0
GSPIX,44.33,26.89,3.33,1
MBIRX,34.39,48.8,35.86,1
LEVIX,43.93,58.67,-2.460000000000001,0
GSURX,43.42,32.47,-2.25,0
EKORX,38.14,38.42,8.95,1
STRGX,39.87,27.81,-6.820000000000001,0
FOCCX,44.42,65.46,4.6,1
NTIAX,40.42,8.73,-2.7300000000000013,0
GSMSX,43.96,16.66,-4.100000000000001,0
LBWCX,47.34,31.14,-9.4,0
JLGIX,34.78,43.28,5.119999999999999,1
CMGIX,35.82,26.43,11.41,1
HWLAX,49.87,37.95,-10.010000000000002,0
VSVYX,44.86,30.32,-3.7100000000000013,0
RSEDX,45.17,26.29,-5.670000000000001,0
QASGX,37.62,13.61,2.2199999999999993,1
TWGIX,40.35,53.59,8.77,1
GRGVX,46.21,39.03,2.3599999999999994,1
MDKFX,40.51,7.55,-3.1300000000000012,0
BOSCX,34.47,17.65,-7.07,0
IRGUX,41.47,11.72,6.73,1
DWOIX,39.71,46.16,10.689999999999998,1
ACFCX,42.44,50.68,19.35,1
BRWCX,43.04,43.99,3.35,1
HPEAX,38.99,46.88,-11.34,0
HRSIX,40.08,28.17,13.27,1
FZAFX,36.29,45.29,11.7,1
BAEIX,50.56,39.42,-3.4200000000000013,0
EKONX,38.14,38.42,10.439999999999998,1
PNOPX,48.28,35.23,6.1599999999999975,1
JRASX,43.02,49.6,6.509999999999998,1
CAMZX,30.11,23.38,-2.870000000000001,0
HOORX,36.87,14.54,-3.1800000000000006,0
FCSGX,34.4,14.81,9.28,1
USBNX,35.66,27.04,-9.16,0
RSOOX,51.22,31.4,-7.3900000000000015,0
FZAPX,43.14,25.51,2.17,1
HPECX,38.99,46.88,-12.86,0
JUEPX,46.67,40.08,2.9000000000000004,1
FGCKX,35.63,43.4,17.15,1
RSEKX,39.82,20.52,6.370000000000001,1
HWCCX,49.24,34.66,-11.15,0
CSCRX,34.93,25.2,23.1,1
DFSRX,40.95,41.67,6.6400000000000015,1
MNDFX,49.81,27.2,-6.12,0
RSVYX,48.14,34.38,-7.200000000000001,0
EISTX,42.15,42.39,6.349999999999998,1
ATDYX,50.86,47.52,-11.71,0
ANLRX,45.19,23.66,-9.16,0
VINIX,45.65,27.4,2.03,1
ODIYX,34.68,20.15,14.11,1
GGCCX,43.89,54.39,7.699999999999998,1
FLPSX,37.79,30.6,-4.820000000000001,0
HSIIX,38.75,24.09,4.300000000000002,1
IPEAX,47.03,25.56,-6.9700000000000015,0
NGDLX,38.26,31.64,6.800000000000002,1
PLASX,40.77,13.97,-6.86,0
AHGCX,38.86,23.19,6.789999999999999,1
HSCYX,34.38,16.59,15.22,1
MPIVX,38.64,25.44,-9.36,0
RMFBX,48.98,23.07,-6.300000000000002,0
LAFQX,52.63,21.94,-8.67,0
GQLVX,45.3,23.52,-9.2,0
PFJIX,41.52,14.15,-6.2200000000000015,0
VASMX,32.5,15.72,16.029999999999998,1
MCLVX,46.21,17.78,-8.4,0
TGVFX,40.87,44.13,7.779999999999998,1
IRVIX,44.87,25.36,-6.420000000000001,0
NDVCX,44.04,15.25,-5.7200000000000015,0
FRDTX,41.49,40.4,-2.26,0
SUVQX,42.58,17.7,-12.37,0
MVTIX,44.08,23.43,-5.44,0
LOGIX,41.67,48.52,-2.0900000000000016,0
TWQZX,43.71,32.52,-9.45,0
RMBMX,34.06,26.06,3.3299999999999983,1
BMIYX,51.82,37.09,-7.120000000000001,0
NEEGX,29.33,51.38,10.97,1
CMLEX,48.98,23.07,-5.260000000000002,0
MECZX,21.99,20.42,-10.29,0
FISGX,41.48,22.56,7.389999999999998,1
JDNAX,50.18,38.5,-2.1100000000000008,0
FIUUX,47.78,31.03,-8.88,0
JRAIX,43.02,49.6,7.449999999999998,1
RLECX,38.21,9.71,-5.550000000000002,0
NWCFX,44.35,47.13,9.329999999999998,1
EAVLX,46.53,29.38,-6.7200000000000015,0
RGAEX,41.62,35.89,6.59,1
LMNOX,52.52,38.73,9.329999999999998,1
CFJIX,48.12,18.91,-3.5600000000000005,0
JLGPX,41.19,37.1,15.339999999999995,1
SOPAX,50.45,33.57,-3.2600000000000007,0
VGICX,46.29,21.31,-7.07,0
MEIHX,46.53,29.38,-6.67,0
TSLCX,44.26,14.57,-11.23,0
RTLCX,43.28,26.41,-3.1500000000000004,0
GINNX,36.2,37.02,3.53,1
KMKCX,13.42,49.85,-3.3200000000000003,0
TGWRX,36.9,34.29,17.569999999999997,1
MCFGX,43.72,44.66,6.850000000000001,1
FDVKX,41.46,23.8,-5.000000000000001,0
TWSIX,42.53,57.74,7.850000000000001,1
FTXSX,41.97,24.83,11.89,1
TVLCX,46.62,30.8,-7.990000000000001,0
FERFX,45.53,56.46,-11.37,0
SSEIX,51.21,52.09,-6.580000000000001,0
MLPIX,43.64,10.53,-8.48,0
RYSEX,14.25,40.93,-8.05,0
FSSRX,34.4,14.81,10.34,1
HGOAX,44.18,40.21,13.9,1
IRUNX,36.53,14.17,-6.78,0
SFMIX,36.36,18.81,9.119999999999996,1
VETAX,41.46,19.81,-4.540000000000001,0
KSMIX,45.74,22.07,-8.51,0
QRVLX,45.15,44.71,-5.330000000000001,0
OFAVX,47.28,19.38,-4.25,0
RSGFX,42.98,26.7,3.049999999999999,1
FICEX,44.05,50.22,8.07,1
EGOAX,44.69,30.7,-5.030000000000001,0
ARTLX,46.18,40.65,-6.910000000000001,0
MRVSX,43.84,9.44,-11.47,0
FMIMX,41.09,42.42,-5.4300000000000015,0
VGIIX,46.29,21.31,-5.540000000000001,0
BDAIX,43.22,45.95,2.41,1
MAIMX,46.7,11.61,-7.770000000000001,0
GAFFX,41.62,35.89,7.34,1
AULRX,42.76,52.32,11.59,1
GWGIX,38.13,19.48,2.140000000000001,1
JRSSX,43.74,18.68,-2.2500000000000018,0
HFCIX,64.52,80.86,-4.0200000000000005,0
FKBSX,33.34,11.71,13.619999999999996,1
FLCOX,44.83,16.32,-5.570000000000001,0
CGOCX,34.93,25.2,20.55,1
AGYWX,40.35,53.59,9.099999999999998,1
VCGRX,35.31,49.59,9.81,1
LCMIX,43.76,27.54,8.399999999999999,1
RPTTX,39.65,13.11,8.009999999999998,1
RSCYX,43.24,38.97,8.409999999999998,1
VDSYX,44.89,30.44,-3.120000000000002,0
HSMRX,40.27,19.35,-6.86,0
EQTKX,49.51,20.72,-6.750000000000001,0
JGRUX,46.29,21.31,-5.530000000000001,0
LDPAX,50.52,11.81,-2.41,0
BRWTX,43.04,43.99,4.959999999999999,1
TRVLX,47.45,28.9,-3.8800000000000012,0
FCPGX,34.54,13.79,8.809999999999997,1
JAENX,43.55,23.14,3.4399999999999995,1
SVPIX,39.13,7.75,-8.280000000000001,0
VYSAX,41.19,12.06,-5.1000000000000005,0
BAFAX,42.02,41.38,2.2799999999999976,1
NFEPX,41.34,46.3,9.15,1
GDGIX,45.85,31.66,-2.6000000000000014,0
AOGPX,44.46,49.36,9.9,1
PLJMX,46.39,28.74,2.6899999999999995,1
DDDIX,53.74,43.16,-2.700000000000001,0
RYTCX,33.17,17.55,-9.14,0
DREQX,39.71,46.16,10.53,1
DALCX,45.39,19.98,-8.350000000000001,0
GCMRX,43.96,16.66,-4.370000000000001,0
DHQAX,54.41,46.28,-11.2,0
LCBSX,45.89,25.59,19.77,1
BLVAX,48.88,23.18,-5.510000000000002,0
TEEFX,40.82,30.1,8.839999999999996,1
JSGTX,41.11,48.66,6.57,1
AVEDX,42.62,41.18,-4.66,0
RDVIX,29.98,34.63,-8.06,0
ESPCX,35.09,25.01,-8.65,0
DHPYX,46.51,29.74,-7.6400000000000015,0
JNVSX,49.07,39.23,-2.5700000000000007,0
TRSMX,36.87,44.68,6.34,1
KNPAX,28.61,63.01,-4.37,0
FMFMX,36.37,44.86,12.95,1
PJFAX,38.83,44.83,12.22,1
MMCFX,31.32,13.69,2.3599999999999994,1
TRGMX,40.53,19.8,7.549999999999998,1
KCSSX,42.04,14.85,-5.550000000000002,0
FRSGX,37.87,18.99,12.43,1
GSPUX,44.33,26.89,3.34,1
LSSIX,33.12,17.11,7.789999999999999,1
WFCIX,45.5,47.94,10.39,1
TSNRX,43.0,56.47,17.74,1
FGRAX,38.66,36.73,9.69,1
DFVEX,38.65,5.55,-5.080000000000001,0
WOOPX,42.95,18.33,-5.28,0
FCIAX,45.93,34.18,-2.5700000000000007,0
DVLIX,42.66,23.9,-5.170000000000001,0
PSSNX,36.07,6.72,-2.5200000000000014,0
ASQIX,39.1,9.78,-4.620000000000001,0
FOCSX,34.44,13.52,9.64,1
PFPFX,53.17,44.64,-12.670000000000002,0
BKMVX,44.31,14.88,-16.3,0
GABVX,43.97,53.95,-7.4300000000000015,0
MRIGX,43.48,25.25,2.92,1
PFACX,41.52,14.15,-8.360000000000001,0
CCTRX,43.46,13.42,-7.3900000000000015,0
MIDKX,40.22,7.55,-4.210000000000001,0
SCNSX,43.65,18.39,-2.2300000000000004,0
RSDKX,42.98,26.7,3.6199999999999988,1
TSNCX,43.0,56.47,14.84,1
ECCPX,39.42,49.39,4.2200000000000015,1
JSVDX,39.25,25.77,-7.590000000000002,0
TSAGX,33.54,64.34,4.159999999999998,1
MCGFX,40.97,43.04,5.539999999999999,1
RGRYX,39.7,46.32,4.869999999999999,1
OAKLX,46.15,60.95,-11.82,0
SPVYX,45.86,14.56,-9.07,0
QNTAX,42.49,27.17,-12.13,0
CHTRX,46.9,41.46,-2.6900000000000013,0
AAAGX,44.55,55.73,9.29,1
LYRIX,58.23,47.37,-10.49,0
IRGFX,40.52,23.76,7.709999999999997,1
ACZTX,32.72,24.11,-8.430000000000001,0
WAMCX,30.7,24.17,26.42,1
CLFFX,48.67,37.21,-3.640000000000001,0
TRIWX,45.05,43.63,10.64,1
QLSCX,40.72,13.11,-3.950000000000001,0
GCTCX,44.49,26.41,-4.260000000000002,0
GTCEX,48.34,34.34,-3.700000000000001,0
PURYX,46.39,28.74,2.379999999999999,1
LCGNX,40.64,50.81,9.920000000000002,1
USAUX,35.85,40.34,6.039999999999999,1
MAWCX,41.28,33.01,-6.6400000000000015,0
TWEIX,43.44,31.07,-6.240000000000001,0
FAEGX,36.29,45.29,10.31,1
VSVIX,43.84,9.44,-10.19,0
FDCAX,38.81,33.17,5.599999999999998,1
SMISX,40.61,40.96,10.89,1
MDVZX,49.81,27.2,-5.860000000000001,0
MEIJX,46.53,29.38,-6.150000000000001,0
BEGIX,50.56,39.42,-2.9000000000000004,0
LBGAX,43.76,27.54,7.6099999999999985,1
BIAGX,41.63,40.05,9.39,1
CFDRX,46.28,27.66,-4.98,0
PSMKX,38.93,18.1,8.359999999999996,1
ACMVX,41.78,20.7,-7.82,0
TCGLX,33.54,64.34,2.539999999999999,1
GCLSX,42.68,18.08,-9.6,0
FMCLX,40.26,9.53,-2.410000000000001,0
USMVX,45.94,-2.13,-2.490000000000001,0
MEFAX,45.21,17.04,3.0,1
JISGX,32.5,15.75,16.37,1
GDSRX,37.57,7.52,-4.8500000000000005,0
MFEKX,40.32,43.55,8.830000000000002,1
HDSIX,47.77,38.11,-5.0600000000000005,0
LMPMX,39.97,25.79,13.339999999999995,1
AGIFX,41.48,48.14,7.259999999999998,1
LZCOX,38.49,17.0,-5.36,0
VWNEX,45.3,19.03,-4.7200000000000015,0
PCVAX,36.95,21.61,-13.52,0
BUFEX,43.41,41.78,4.85,1
JMCRX,34.58,52.96,-10.96,0
TACLX,47.1,47.56,-4.400000000000001,0
MVSGX,43.67,42.01,2.2399999999999984,1
MXGSX,43.28,38.85,11.38,1
BBGLX,41.77,30.38,8.43,1
TFGRX,45.43,25.55,6.699999999999998,1
BQLCX,46.73,33.49,-2.3400000000000007,0
SZCAX,42.89,24.53,-3.810000000000001,0
MGRFX,45.21,17.04,3.969999999999999,1
PTWZX,40.34,37.92,3.389999999999999,1
RWGIX,36.17,65.86,5.100000000000001,1
PEGGX,37.54,20.93,8.620000000000001,1
TFOIX,31.97,46.48,26.439999999999994,1
AUXIX,46.34,41.63,-6.040000000000001,0
MVEIX,45.66,57.5,-10.18,0
PJFOX,38.83,44.83,11.999999999999995,1
FSOAX,57.97,18.73,-5.520000000000001,0
ACGMX,46.66,25.17,-8.91,0
HSLYX,36.8,11.02,4.589999999999998,1
ASCGX,37.92,19.71,13.11,1
JMEEX,42.5,10.72,2.3599999999999994,1
RMBGX,41.42,39.4,2.4899999999999984,1
OAKMX,49.08,32.11,-5.630000000000001,0
RTRIX,33.17,17.55,-6.95,0
EPLCX,51.58,18.13,-6.670000000000001,0
HILGX,54.6,26.15,-5.28,0
BIIGX,44.23,42.15,5.42,1
NYVBX,35.06,53.73,-6.32,0
BKTSX,44.6,22.42,2.6500000000000004,1
ECFVX,40.01,35.41,-5.7200000000000015,0
BMGCX,35.82,26.43,9.209999999999997,1
NOLCX,46.68,31.53,-2.200000000000001,0
OSVCX,41.18,8.28,-8.5,0
GUEAX,42.96,31.81,3.1099999999999994,1
FBSAX,44.89,31.38,-9.760000000000002,0
CMVSX,43.46,42.44,6.699999999999998,1
PAXLX,43.66,35.06,3.59,1
MDFOX,43.45,46.84,10.2,1
BRWAX,43.04,43.99,4.9700000000000015,1
LAFYX,52.63,21.94,-7.510000000000002,0
FIFRX,41.82,28.99,5.6400000000000015,1
PFSEX,41.0,83.82,-6.74,0
BVSIX,48.11,33.88,-7.73,0
HIMGX,41.48,30.85,16.03,1
HVOFX,46.96,28.13,-5.8900000000000015,0
PRGFX,39.14,45.62,7.52,1
AGRFX,30.26,37.25,8.379999999999999,1
YOVAX,33.22,35.45,4.589999999999998,1
VALSX,41.14,48.0,4.5299999999999985,1
ABLYX,48.12,21.82,-7.32,0
WFDAX,33.41,21.8,13.939999999999998,1
FGIQX,48.09,30.96,-8.66,0
NRGSX,29.3,21.86,3.639999999999999,1
LCMMX,43.58,44.3,6.0,1
