Ticker,ROE Last Year (%),Debt/Capital Last Year (%),No. of Holdings in Portfolio,% Assets in Top 10 Holdings,"Closed to New Investors (Yes=1, No=0)",3-year Annualized Return vs. S&P500,Outperform / Underperform
RGAGX,16.32,41.62,392,35.89,0,7.3599999999999985,1
RPMGX,11.72,43.55,139,20.33,1,3.85,1
BMSBX,13.58,40.47,146,16.5,0,-5.580000000000001,0
WFDSX,3.33,33.41,75,21.8,0,14.670000000000002,1
LMOIX,-0.12,39.97,90,25.79,1,13.659999999999995,1
IDAIX,23.24,47.12,66,17.58,0,-2.6100000000000008,0
AEYCX,26.05,49.45,188,24.36,0,-3.75,0
FEIFX,20.91,50.01,77,29.77,0,-4.45,0
BRUMX,17.68,46.17,131,20.55,0,-7.36,0
VSSLX,0.93,40.87,519,8.45,0,-2.7200000000000006,0
ASGTX,1.92,32.35,49,34.88,0,4.249999999999998,1
OFAFX,16.83,47.28,78,19.38,0,-3.5700000000000003,0
VTSMX,22.61,44.62,3634,22.34,1,2.4899999999999984,1
CDOYX,21.88,51.22,82,31.4,0,-6.150000000000001,0
SSVRX,7.48,39.69,57,28.48,0,-7.41,0
JAGRX,28.0,43.04,81,49.44,0,7.52,1
FLUTX,10.07,48.73,127,20.85,0,-7.800000000000002,0
AGRDX,28.23,40.35,82,53.59,0,9.099999999999998,1
WISGX,-1.22,32.94,82,21.78,0,16.599999999999998,1
IYVLX,12.48,47.31,39,33.44,0,-8.440000000000001,0
BMVGX,11.55,44.05,83,18.89,0,-10.14,0
PJIAX,16.72,45.78,36,40.12,0,-11.37,0
PGIEX,16.08,52.34,56,40.43,0,-6.370000000000001,0
OPMCX,13.86,41.03,82,21.04,0,-5.420000000000001,0
DTLVX,12.72,45.93,441,30.78,0,-10.21,0
HIASX,-4.01,34.37,120,16.66,1,15.61,1
TGFRX,34.58,43.92,29,71.38,0,2.6999999999999997,1
YCGEX,32.21,47.5,60,42.93,0,2.1899999999999995,1
HDCEX,27.72,51.36,51,28.98,0,-9.06,0
PQJCX,0.29,42.56,132,16.0,0,4.43,1
LGORX,7.15,42.42,100,19.25,0,8.239999999999998,1
IVPSX,4.04,41.14,159,12.03,0,-5.29,0
EICCX,14.32,45.3,41,34.51,0,-8.360000000000001,0
LVOVX,15.59,39.31,74,19.9,0,-3.0400000000000014,0
RTSAX,8.27,39.15,1099,6.3,0,-2.8000000000000007,0
BDFUX,-5.78,32.18,79,23.83,0,17.179999999999996,1
BIOIX,3.78,32.67,78,33.37,0,28.31,1
FDGTX,19.72,48.03,129,24.26,0,-6.130000000000001,0
GABAX,17.28,44.6,439,22.68,0,-5.350000000000001,0
PFMDX,0.98,42.07,106,14.53,0,-5.15,0
JIVZX,15.56,50.56,143,19.43,0,-8.700000000000001,0
HOOSX,5.67,36.87,116,14.54,0,-2.490000000000002,0
OSGIX,12.22,40.57,110,16.57,0,11.330000000000002,1
PNVRX,11.05,36.95,150,21.61,0,-14.02,0
BALGX,33.67,40.25,65,44.02,0,4.48,1
QUAZX,-3.25,27.6,114,16.1,0,17.69,1
OTCFX,3.75,34.51,273,12.21,1,6.100000000000001,1
NDVBX,1.05,44.04,111,15.25,1,-5.73,0
WSCVX,6.27,28.83,62,24.59,0,-10.43,0
WMLIX,24.47,44.96,993,23.98,0,2.26,1
PSVKX,1.75,42.61,329,9.06,0,-11.73,0
MCRFX,6.14,45.33,98,20.75,0,-6.3400000000000025,0
PLVIX,15.17,43.65,866,19.96,0,-5.630000000000001,0
AMANX,37.44,51.38,37,46.91,0,-2.0900000000000016,0
REAYX,20.07,45.23,262,21.16,0,-2.4800000000000004,0
SBVLX,8.64,43.87,75,21.23,0,-14.47,0
GMCUX,7.49,42.65,197,10.2,0,-5.830000000000001,0
TDFIX,26.27,44.63,40,32.97,0,-11.9,0
LUSAX,4.67,35.38,373,6.56,0,-6.26,0
HIGCX,29.2,48.21,42,36.09,0,-5.6800000000000015,0
VLCRX,7.27,47.03,79,25.56,0,-5.73,0
VRMGX,11.84,40.67,53,33.23,0,21.23,1
SSSIX,6.76,52.68,27,51.45,0,-4.870000000000001,0
FDNRX,12.43,36.66,170,28.08,0,15.64,1
KCGSX,31.93,45.28,69,42.23,0,5.509999999999998,1
RUDAX,2.26,34.47,116,17.65,0,-5.300000000000002,0
BUFSX,-8.63,36.64,79,23.6,0,20.34,1
TRVHX,7.32,44.71,95,17.82,0,-9.84,0
VSSRX,0.93,40.87,519,8.45,0,-4.800000000000002,0
TLVIX,19.91,46.55,88,29.18,0,-6.820000000000001,0
OFSAX,5.34,39.48,37,35.96,0,-2.1899999999999995,0
ODINX,5.78,34.68,115,20.15,1,12.989999999999998,1
PGOFX,5.51,38.93,125,18.1,0,7.579999999999997,1
WASMX,21.36,38.82,77,20.01,0,-3.1300000000000012,0
ADECX,15.06,45.17,71,26.29,0,-7.83,0
PMFNX,10.63,40.46,404,9.38,1,-3.6000000000000005,0
MCVCX,6.58,44.08,67,23.43,0,-7.6,0
FVFRX,6.12,35.23,89,25.89,0,-6.120000000000001,0
IWEDX,7.28,47.02,75,25.55,0,-6.1800000000000015,0
FVLZX,3.21,54.75,222,10.95,0,-4.86,0
ICAFX,22.23,45.93,207,34.18,0,-2.4300000000000006,0
AALRX,12.54,48.12,168,21.82,0,-7.090000000000002,0
PJFCX,19.38,38.83,60,44.83,0,10.7,1
RLCOX,18.4,47.62,96,23.52,0,-10.19,0
PZVMX,-3.74,46.44,40,35.47,0,-10.09,0
LISGX,6.79,43.68,92,17.12,0,-3.570000000000001,0
PFGRX,35.11,44.99,40,48.13,0,4.709999999999999,1
BAERX,25.46,50.56,37,39.42,0,-3.940000000000001,0
FFQZX,20.25,36.94,44,47.14,0,14.260000000000002,1
FDSVX,22.53,36.26,180,45.48,0,11.209999999999996,1
VPLCX,30.98,45.13,55,48.25,0,8.21,1
WCGIX,17.1,43.35,60,28.27,0,5.66,1
JMIVX,17.4,42.24,64,27.94,1,-7.99,0
STVZX,17.86,44.07,40,39.83,0,-5.800000000000002,0
TDEIX,27.8,41.25,69,43.64,0,10.43,1
PPNSX,-2.11,34.18,1242,11.43,0,9.9,1
AADEX,12.54,48.12,168,21.82,0,-7.1800000000000015,0
OIEQX,19.37,46.33,87,22.55,0,-5.090000000000002,0
TILRX,24.23,37.88,87,44.31,0,9.82,1
THIGX,19.27,39.26,43,47.92,0,8.84,1
SCATX,4.19,38.64,38,49.52,0,35.21000000000001,1
CGMFX,14.47,46.86,25,54.96,0,-26.92,0
HQITX,19.35,46.06,70,27.81,0,-5.850000000000001,0
SCSIX,11.63,36.55,44,34.51,0,-6.9700000000000015,0
VYSEX,4.07,41.19,159,12.06,0,-5.020000000000001,0
GVALX,26.12,52.19,231,16.66,0,-4.760000000000002,0
CCALX,6.95,29.53,52,30.54,1,6.6099999999999985,1
SHDYX,4.48,54.32,28,50.28,0,-3.4400000000000004,0
KMKAX,36.88,13.42,49,49.85,0,-2.2700000000000014,0
COGVX,27.06,49.77,123,18.91,0,-2.6899999999999995,0
PFSLX,12.37,31.58,56,33.84,0,5.08,1
ASYMX,-5.35,43.76,53,46.27,0,17.159999999999997,1
TSLIX,1.94,44.26,107,14.57,0,-9.13,0
FLYCX,19.33,41.47,65,34.98,0,-4.600000000000001,0
GSMVX,7.49,42.65,197,10.2,0,-5.880000000000001,0
VIEIX,0.32,39.54,3340,7.65,0,5.229999999999999,1
IBCGX,12.25,50.3,50,56.57,0,7.349999999999998,1
OPMSX,13.86,41.03,82,21.04,0,-3.9,0
JNVIX,25.09,49.07,38,39.23,0,-2.0900000000000016,0
LMNSX,6.79,43.68,92,17.12,0,-3.8300000000000014,0
OTIIX,3.75,34.51,273,12.21,1,6.370000000000001,1
IPSIX,6.54,35.37,561,7.46,0,-5.710000000000001,0
VLCGX,29.05,42.17,55,42.42,0,6.3900000000000015,1
FEQIX,17.84,46.17,131,20.49,0,-4.590000000000002,0
WLGAX,33.74,41.39,43,50.72,0,7.3599999999999985,1
ABSYX,5.65,39.08,640,11.91,0,-7.860000000000001,0
POGSX,26.56,35.29,30,54.7,0,-2.210000000000001,0
PQIAX,16.73,46.08,64,26.38,0,-3.7,0
TRTZX,5.41,41.93,97,23.29,0,-4.920000000000001,0
DFSVX,1.95,38.39,968,8.74,0,-8.38,0
ASLGX,30.81,42.53,56,57.74,0,7.829999999999997,1
TRDIX,26.27,44.63,40,32.97,0,-11.73,0
MNDIX,-1.95,38.99,121,18.02,0,14.939999999999998,1
PEIZX,17.93,49.78,70,23.71,0,-7.450000000000001,0
BDSAX,0.06,38.16,732,7.16,0,2.629999999999999,1
BRUNX,17.68,46.17,131,20.55,0,-7.160000000000001,0
LCMRX,6.57,43.76,65,27.54,0,6.800000000000002,1
MCVRX,6.25,43.82,152,11.35,0,-6.300000000000002,0
AKRSX,39.37,60.35,25,67.25,0,5.030000000000001,1
FMGKX,32.5,46.0,74,34.3,0,2.51,1
VMGIX,10.38,39.88,164,12.85,1,6.809999999999999,1
PPIMX,16.32,36.97,391,17.86,0,6.9899999999999975,1
PABVX,9.74,40.77,717,13.97,0,-5.590000000000002,0
CSIEX,25.77,48.22,84,39.82,0,6.4099999999999975,1
LAVVX,22.2,47.85,75,22.34,0,-7.030000000000001,0
DBMZX,-7.77,36.19,104,25.25,0,19.56,1
JGLYX,-5.18,32.5,127,15.75,0,16.02,1
OAZLX,11.75,46.15,23,60.95,0,-11.21,0
IVKAX,9.1,45.74,74,25.71,0,-10.19,0
HARSX,8.33,37.08,97,21.92,0,7.07,1
TRBCX,24.35,37.43,125,46.7,0,6.899999999999999,1
PCLVX,15.86,50.85,173,19.06,0,-10.6,0
BRSDX,4.16,38.21,176,14.8,0,-3.8800000000000012,0
ASCTX,5.27,32.72,63,24.11,0,-9.04,0
SSCOX,7.73,31.11,85,19.51,0,-2.990000000000001,0
SGGAX,29.23,41.77,49,49.02,0,10.419999999999998,1
JSCNX,4.99,39.03,95,19.37,0,-9.32,0
HAGIX,8.33,37.08,97,21.92,0,7.09,1
UAVAX,17.26,44.47,191,17.28,0,-10.78,0
KAUBX,1.8,27.59,183,20.73,1,4.770000000000001,1
VVONX,9.32,48.26,56,37.64,0,-9.44,0
VYMYX,12.1,39.72,369,8.59,0,-5.550000000000002,0
QILGX,36.33,47.19,102,41.6,0,9.260000000000002,1
STCIX,31.21,46.27,61,51.14,0,7.32,1
FFILX,29.47,36.15,41,32.26,0,-14.32,0
MERDX,3.94,43.48,99,25.25,1,2.9499999999999997,1
CVLVX,18.45,45.19,36,37.78,0,-6.5600000000000005,0
GSVTX,16.01,45.96,85,23.48,0,-6.710000000000001,0
FFQRX,20.25,36.94,44,47.14,0,14.02,1
CPOCX,-9.08,34.39,45,48.8,1,33.28,1
IAXAX,14.38,39.71,282,12.8,0,6.530000000000001,1
FRCCX,30.39,49.61,36,50.1,0,-10.44,0
SFVWX,17.73,41.52,101,27.36,0,-11.19,0
GDSTX,3.39,37.57,419,7.52,0,-3.810000000000001,0
WLVOX,24.92,37.89,107,18.24,0,-2.930000000000001,0
JMVSX,9.81,44.33,111,15.45,0,-7.9300000000000015,0
RWGFX,30.86,36.17,21,65.86,0,4.460000000000001,1
GCVTX,18.23,42.68,172,18.08,0,-8.860000000000003,0
TRPWX,4.0,40.53,111,19.8,0,8.129999999999999,1
ZDIVX,19.62,47.81,65,29.39,0,-7.840000000000002,0
SDVWX,26.89,50.07,42,29.14,0,-6.440000000000001,0
JDCRX,30.52,42.87,41,48.44,0,8.809999999999997,1
TCEPX,22.94,44.54,2953,22.34,0,2.3100000000000005,1
BSCUX,7.09,41.48,76,27.7,0,7.729999999999998,1
ESPAX,8.29,35.09,129,25.01,1,-7.1400000000000015,0
FGSCX,17.33,45.95,165,20.68,0,2.9000000000000004,1
VSCNX,7.06,42.78,54,31.14,0,-5.920000000000001,0
TMFCX,7.95,45.65,72,21.45,0,-9.56,0
RRMGX,11.72,43.55,139,20.33,1,2.6999999999999997,1
PYSVX,3.29,41.64,111,15.3,0,-9.05,0
SFDYX,20.34,42.86,220,10.05,0,-6.190000000000001,0
KLCAX,17.68,38.61,68,32.51,0,6.300000000000002,1
WSCYX,-0.78,40.52,80,23.76,0,6.869999999999997,1
GSMQX,3.32,35.32,107,18.49,0,12.659999999999995,1
BUYIX,34.54,46.04,35,46.62,0,-9.330000000000002,0
EIFGX,25.12,39.76,36,48.01,0,9.659999999999997,1
NQCAX,14.3,48.72,54,28.66,0,-9.96,0
FDSBX,40.5,58.82,32,35.32,0,-13.82,0
JIVAX,15.56,50.56,143,19.43,0,-8.18,0
GCGIX,33.75,43.94,117,45.77,0,5.260000000000002,1
VSAGX,-9.53,38.57,104,19.38,0,8.260000000000002,1
DQIAX,30.92,54.45,100,39.45,0,-5.370000000000001,0
QISGX,-2.6,37.62,253,13.61,0,2.7499999999999982,1
JUSPX,-1.44,40.14,482,8.52,0,-2.38,0
IBSSX,12.25,50.3,50,56.57,0,7.699999999999998,1
MXEQX,18.2,51.39,175,18.96,0,-6.5600000000000005,0
GWSIX,1.83,54.31,38,53.98,0,-10.39,0
PJOQX,16.72,45.78,36,40.12,0,-10.83,0
RTSCX,8.27,39.15,1099,6.3,0,-4.300000000000002,0
ICSFX,9.82,46.41,83,25.49,0,-8.770000000000001,0
FTYCX,14.38,38.02,116,27.53,0,-5.23,0
MSVCX,5.29,46.88,52,27.51,0,-11.13,0
JRSAX,21.07,43.74,255,18.68,0,-2.040000000000001,0
MATIX,20.45,41.28,67,33.01,0,-4.030000000000001,0
BUFGX,28.3,44.23,53,42.15,0,5.229999999999999,1
WHGSX,4.92,36.49,62,20.81,0,-6.790000000000001,0
SASAX,2.15,36.92,2027,9.58,0,-4.57,0
PNSCX,2.34,36.33,91,19.06,0,11.830000000000002,1
GUEIX,10.24,42.96,43,31.81,1,3.649999999999999,1
BUYAX,34.54,46.04,35,46.62,0,-9.82,0
SSHFX,15.71,43.45,39,33.15,0,-7.630000000000001,0
GCSIX,3.39,37.57,419,7.52,0,-3.53,0
CHCZX,5.06,34.76,100,18.03,0,12.689999999999998,1
FGITX,20.88,50.44,179,37.08,0,-5.000000000000001,0
WEMAX,-3.06,34.62,95,25.22,0,14.66,1
MSEGX,-5.08,34.43,46,51.16,0,27.73,1
GTSVX,-2.08,39.16,126,14.9,1,10.06,1
FSMLX,-3.6,34.4,133,14.81,0,11.799999999999995,1
KSCOX,26.62,27.96,38,84.32,0,-3.240000000000001,0
ALAFX,26.95,40.52,51,52.98,0,11.55,1
CMGSX,15.58,35.82,77,26.43,0,10.84,1
VRTVX,0.19,40.89,1505,4.96,0,-4.9300000000000015,0
GTTUX,5.45,39.66,428,8.51,0,-6.670000000000001,0
OALVX,19.38,45.72,127,23.08,0,-7.4700000000000015,0
TNVIX,0.5,46.75,145,24.27,0,-5.7200000000000015,0
IATAX,13.58,40.45,39,45.39,0,9.209999999999997,1
VHDAX,23.9,46.09,195,14.05,0,-5.32,0
JPLTX,20.15,42.02,58,28.02,0,-7.250000000000001,0
BSGRX,-2.39,34.71,560,8.87,1,8.61,1
TGUSX,24.17,45.27,28,59.34,0,7.699999999999998,1
SMMSX,20.08,40.61,114,40.96,0,10.47,1
BRUDX,17.68,46.17,131,20.55,0,-7.870000000000001,0
PRDSX,8.62,36.18,299,8.64,1,2.8299999999999983,1
SMVFX,14.73,38.44,50,34.98,0,-6.6800000000000015,0
HSMVX,2.79,40.27,63,19.35,0,-5.45,0
IBGIX,12.25,50.3,50,56.57,0,8.25,1
GXXAX,19.24,45.98,31,45.68,0,3.02,1
SWLVX,13.12,44.7,858,16.33,0,-5.7200000000000015,0
TILCX,17.02,49.22,88,25.99,0,-6.370000000000001,0
LBWIX,24.28,47.34,218,31.14,0,-8.33,0
PPQJX,16.32,36.97,391,17.86,0,6.27,1
SSCTX,-4.93,35.84,84,27.29,0,8.16,1
WEQIX,25.23,46.74,52,33.58,0,-3.650000000000001,0
TMDIX,9.93,36.66,76,24.85,0,6.77,1
CGOAX,-2.98,34.93,94,25.2,0,22.290000000000006,1
FMEYX,8.32,41.48,72,22.56,0,6.279999999999998,1
ASQCX,4.54,39.1,289,9.78,0,-6.670000000000001,0
RMDAX,12.26,39.89,71,22.58,0,11.77,1
IYVAX,12.48,47.31,39,33.44,0,-7.750000000000001,0
PRAAX,17.81,43.95,139,16.58,0,-9.48,0
INDCX,32.72,43.76,62,38.31,0,3.7099999999999986,1
MPIRX,19.33,38.64,111,25.44,0,-10.29,0
SLLAX,4.03,37.86,699,9.86,0,-3.1100000000000003,0
USAAX,24.99,37.72,97,38.26,0,4.449999999999998,1
CDGRX,25.35,46.43,78,18.91,0,-7.670000000000001,0
BVDRX,8.98,32.32,86,19.18,0,-11.36,0
MUSBX,29.52,44.87,114,33.95,0,-3.2300000000000004,0
VWUSX,21.33,41.46,256,37.92,0,15.580000000000002,1
PGBGX,29.56,46.28,42,55.8,0,9.6,1
CVRFX,19.69,48.71,69,32.79,0,-8.590000000000002,0
HGORX,16.38,44.18,73,40.21,0,13.14,1
VYCBX,22.52,51.65,103,12.19,0,-3.870000000000001,0
MLSCX,11.34,38.95,35,35.9,0,4.129999999999997,1
MFVNX,24.13,51.41,71,37.72,0,-3.5500000000000007,0
GGORX,11.29,44.24,91,21.52,0,7.9899999999999975,1
CISIX,26.35,45.92,792,25.75,0,4.889999999999999,1
FMCDX,3.68,45.77,200,14.46,0,-2.120000000000001,0
VSFRX,4.67,43.2,99,18.19,0,-8.780000000000001,0
HFMVX,7.54,40.51,100,19.31,0,3.229999999999998,1
NSCAX,5.69,34.41,58,28.72,0,-10.32,0
JVAQX,12.47,46.38,121,20.16,0,-7.94,0
LCMGX,-15.21,25.26,84,25.0,0,25.29,1
ATDFX,10.23,50.86,37,47.52,0,-11.41,0
IRLNX,38.83,46.21,110,54.12,0,10.2,1
JVMAX,8.69,46.18,148,14.88,0,-7.380000000000001,0
GALPX,27.35,46.21,46,39.03,1,3.8000000000000007,1
JACNX,10.25,48.6,45,44.05,1,7.280000000000001,1
EIVAX,18.02,46.08,44,32.42,0,-5.6400000000000015,0
GTSYX,-2.08,39.16,126,14.9,1,9.81,1
SVFYX,25.89,53.57,30,52.88,0,-2.860000000000001,0
OGGFX,-5.18,32.5,127,15.75,0,16.03,1
FEXKX,37.18,43.39,112,45.48,0,-9.42,0
HNTVX,2.27,29.63,119,24.87,0,-4.460000000000001,0
JLGAX,25.22,34.78,34,43.28,0,4.569999999999999,1
HSCSX,4.46,38.59,52,34.21,0,-7.090000000000002,0
VEMPX,0.32,39.54,3340,7.65,0,5.25,1
DSMZX,3.25,36.26,331,13.43,0,4.880000000000001,1
FIIAX,10.31,43.75,202,15.54,0,-5.090000000000002,0
AADGX,26.21,40.21,51,24.66,0,-4.990000000000001,0
IPESX,7.27,47.03,79,25.56,0,-6.25,0
HACAX,20.18,39.07,58,45.29,0,12.439999999999998,1
PMVBX,9.22,43.61,76,23.11,1,8.719999999999999,1
AGOZX,-6.25,29.73,52,32.41,1,18.48,1
VEXAX,0.32,39.54,3340,7.65,0,5.209999999999999,1
LMCHX,14.38,44.93,77,18.35,0,-8.05,0
AZSIX,6.9,27.11,194,13.93,0,-3.3800000000000012,0
RSGRX,27.51,39.7,54,46.32,0,4.2799999999999985,1
CISGX,20.3,43.0,32,56.47,0,17.71,1
FTVFX,3.21,54.75,222,10.95,0,-6.28,0
JAPCX,20.15,42.02,58,28.02,0,-8.870000000000003,0
OSGCX,-5.18,32.5,127,15.75,0,14.34,1
FGIOX,20.88,50.44,179,37.08,0,-3.9700000000000006,0
AVURX,9.65,42.43,98,26.33,0,-8.49,0
ALSRX,-0.71,33.45,92,27.84,0,17.13,1
MDDAX,21.71,48.45,247,23.98,0,-8.64,0
QUACX,-3.25,27.6,114,16.1,0,15.220000000000002,1
WBSNX,1.17,43.11,92,17.76,0,6.8599999999999985,1
DQIRX,30.92,54.45,100,39.45,0,-4.860000000000001,0
UBVAX,2.17,48.95,87,29.14,0,-8.430000000000001,0
GSSMX,3.59,38.48,239,10.33,0,-8.75,0
PGRTX,-2.11,34.18,1242,11.43,0,10.55,1
WPVLX,16.32,41.0,33,42.1,0,-5.6800000000000015,0
LGOPX,7.15,42.42,100,19.25,1,8.34,1
PXLIX,22.84,43.66,45,35.06,0,4.1400000000000015,1
IRLAX,38.83,46.21,110,54.12,0,9.14,1
CHDEX,18.51,49.67,44,31.64,0,-9.2,0
PMFJX,10.63,40.46,404,9.38,0,-2.5700000000000003,0
OEGCX,16.7,36.63,91,20.13,0,6.789999999999999,1
HVEIX,23.65,44.68,52,40.58,0,2.28,1
KMDVX,11.5,45.89,77,18.54,0,-9.4,0
JGRJX,28.69,43.23,84,37.27,0,13.13,1
IRUEX,8.01,36.53,77,14.17,0,-6.990000000000001,0
FITIX,10.31,43.75,202,15.54,0,-5.59,0
USNQX,31.12,41.36,105,50.79,0,14.259999999999998,1
CFIMX,13.65,33.31,29,60.55,0,-5.3500000000000005,0
JLVRX,6.52,50.48,77,29.58,0,-5.9,0
LCEFX,19.34,49.75,81,28.22,0,-6.08,0
NGDRX,17.12,38.26,73,31.64,0,5.3599999999999985,1
RYVPX,-4.27,24.78,115,22.54,0,9.990000000000002,1
ANTDX,32.21,44.5,152,46.09,1,4.309999999999999,1
IAXIX,14.38,39.71,282,12.8,0,7.600000000000001,1
RRFDX,14.22,49.73,114,24.4,0,-8.34,0
CGFCX,16.32,41.62,392,35.89,0,4.929999999999998,1
PEQKX,18.92,44.62,108,20.15,0,-7.0600000000000005,0
RSPKX,8.71,44.5,70,26.38,0,-7.6400000000000015,0
VYCFX,22.52,51.65,103,12.19,0,-3.3500000000000005,0
PQCCX,13.9,37.99,197,12.74,0,-8.260000000000002,0
TEGYX,12.72,45.43,61,25.55,0,6.089999999999996,1
SPMCX,10.27,44.28,68,27.41,0,-9.18,0
LIMIX,11.9,42.88,26,51.69,0,4.979999999999999,1
BRSJX,4.16,38.21,176,14.8,0,-3.3800000000000012,0
GDIIX,17.6,51.56,35,40.08,0,-8.32,0
FEFRX,32.37,45.53,37,56.46,0,-11.0,0
GSWPX,3.32,35.32,107,18.49,0,14.7,1
HOOCX,5.67,36.87,116,14.54,0,-4.09,0
FRGSX,26.82,41.82,135,28.99,0,3.2899999999999987,1
VAFIX,21.51,40.93,95,44.36,0,9.29,1
ZVGNX,3.79,38.04,32,56.64,0,34.93000000000001,1
SRVEX,28.58,44.89,79,30.44,0,-3.5900000000000007,0
LKSCX,3.64,37.11,91,18.72,0,5.629999999999999,1
AATSX,6.13,47.46,87,26.46,0,-4.710000000000001,0
DVLRX,7.59,37.93,112,19.85,0,-10.48,0
TCGRX,19.27,39.26,43,47.92,0,7.940000000000001,1
WWIDX,17.74,39.05,110,25.3,0,-5.760000000000002,0
CVFYX,19.69,48.71,69,32.79,0,-7.270000000000001,0
HSUCX,25.94,46.44,51,43.91,0,7.32,1
SLESX,30.81,52.58,108,19.53,0,-11.19,0
CGQRX,38.66,47.11,69,45.88,0,3.26,1
PGWAX,29.24,44.46,48,49.36,0,9.39,1
POGCX,34.02,45.06,61,50.33,0,8.639999999999997,1
FUMIX,26.85,39.94,211,39.13,0,4.5299999999999985,1
TCGCX,19.27,39.26,43,47.92,0,6.370000000000001,1
BPTIX,9.7,41.31,32,88.01,0,40.56999999999999,1
LGLIX,15.94,37.03,79,33.77,0,20.24,1
HEQFX,18.34,38.41,102,22.53,0,-4.150000000000001,0
IIVAX,6.13,40.45,216,14.69,0,-7.08,0
TGIGX,15.7,49.99,46,36.91,0,-8.49,0
RSEJX,-9.94,39.82,104,20.52,0,8.14,1
PJORX,16.72,45.78,36,40.12,1,-12.14,0
QNTIX,12.3,42.49,85,27.17,0,-11.84,0
LAFPX,24.07,52.63,72,21.94,1,-8.370000000000001,0
HHBUX,12.38,38.13,73,23.11,0,-8.99,0
SCVJX,4.33,38.05,146,13.38,0,-7.2200000000000015,0
PSSMX,4.66,36.07,605,6.72,0,-2.140000000000001,0
FSTKX,19.06,47.74,101,22.73,0,-7.100000000000001,0
FCVIX,7.21,41.03,98,19.68,0,-5.54,0
EKJCX,14.53,36.22,79,39.37,0,7.02,1
HFCSX,27.43,64.52,19,80.86,0,-4.78,0
IVKIX,9.1,45.74,74,25.71,0,-9.19,0
UINQX,31.12,41.36,105,50.79,0,14.259999999999998,1
NBHIX,19.52,46.72,83,25.08,0,-5.610000000000001,0
CPEAX,29.29,48.45,29,49.61,0,-4.1000000000000005,0
FDSWX,40.5,58.82,32,35.32,0,-12.1,0
BOSYX,2.26,34.47,116,17.65,0,-4.450000000000001,0
JSGIX,34.1,41.11,46,48.66,0,6.349999999999998,1
GSCGX,23.2,44.33,181,26.89,0,2.509999999999998,1
GABPX,20.4,46.54,70,26.81,0,-5.4300000000000015,0
GSCLX,33.75,43.94,117,45.77,0,4.18,1
DHTAX,7.51,46.68,35,48.18,0,-3.53,0
RGAFX,16.32,41.62,392,35.89,0,7.2499999999999964,1
FRETX,20.91,50.01,77,29.77,0,-6.520000000000001,0
TSFAX,13.95,42.22,33,44.26,0,-4.770000000000001,0
PBQQX,15.12,42.59,300,17.73,0,2.4699999999999993,1
VAFFX,21.51,40.93,95,44.36,0,9.569999999999997,1
TILVX,13.3,44.85,850,16.35,0,-5.66,0
TCCHX,26.42,46.88,467,21.39,0,2.83,1
GVEYX,16.96,45.48,150,20.55,0,-6.8500000000000005,0
BLYYX,22.81,47.17,81,25.91,0,3.6,1
BMVSX,10.31,44.0,45,29.8,0,-11.46,0
OILVX,19.38,45.72,127,23.08,0,-6.940000000000001,0
GSQRX,3.59,38.48,239,10.33,0,-9.260000000000002,0
PJFQX,19.38,38.83,60,44.83,0,13.170000000000002,1
NFEAX,26.09,41.34,49,46.3,0,8.59,1
QUARX,-3.25,27.6,114,16.1,0,16.03,1
HUDIX,18.17,51.11,52,48.33,0,-9.46,0
SWSCX,8.12,38.72,327,9.46,0,-6.5200000000000005,0
TSLTX,1.94,44.26,107,14.57,0,-9.02,0
BIOUX,3.78,32.67,78,33.37,0,28.33,1
IMANX,13.16,30.83,90,27.8,0,2.25,1
MDKIX,10.65,40.51,403,7.55,0,-2.27,0
MFULX,12.25,47.16,154,19.97,0,-9.02,0
VYSZX,4.07,41.19,159,12.06,0,-7.34,0
JAMVX,16.65,42.05,65,26.62,0,-7.9300000000000015,0
JVTSX,-0.84,34.17,136,19.87,1,4.369999999999999,1
PMJAX,0.62,46.75,782,12.57,0,-4.670000000000001,0
BMGKX,15.58,35.82,77,26.43,0,11.549999999999995,1
DSCPX,11.08,42.82,34,44.04,0,2.9600000000000013,1
WMGRX,13.6,31.11,69,26.98,0,12.849999999999998,1
PEQNX,19.73,51.57,92,25.41,1,-5.880000000000001,0
FMSTX,19.06,47.74,101,22.73,0,-6.65,0
BAFWX,29.34,41.05,34,39.02,0,10.95,1
PJDCX,26.19,53.06,63,26.45,0,-3.390000000000001,0
BEQAX,26.05,49.45,188,24.36,0,-2.180000000000001,0
TSPRX,1.92,32.35,49,34.88,0,4.049999999999999,1
SCECX,10.63,37.22,969,5.07,0,-3.95,0
MOTYX,15.97,42.59,87,25.3,0,6.82,1
CGRNX,11.07,48.9,36,46.22,0,-9.03,0
MADAX,27.19,46.85,43,35.46,0,-4.0200000000000005,0
TCMHX,4.0,40.53,111,19.8,0,8.0,1
WMGYX,13.6,31.11,69,26.98,0,13.65,1
CBMYX,11.11,39.59,50,28.61,0,-5.57,0
LTFOX,24.07,52.63,72,21.94,0,-7.32,0
MPILX,19.33,38.64,111,25.44,0,-9.96,0
MPGLX,40.8,41.38,73,42.68,0,4.919999999999998,1
STSOX,11.63,36.55,44,34.51,0,-9.45,0
BVPIX,21.01,47.12,58,28.39,0,-8.99,0
MNRGX,30.84,46.86,29,53.46,0,2.8999999999999986,1
